blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
12546049,1622516226,0x12bcd0fd82e6a14c6691f131ef12f536685a05df7d0d05bedec16cf28a482318,248,0xccf14bf8bf12858c3f09bd3e8dc47b7287153bb19500d696de8ee38da801d8fd,0xf3de4a14a5c2611b092ad81e8211c53247ff2e6c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,37926000000,USD Coin,USDC,6,144,114687,19607805000,107218,13845542,deprecated,42284
12546051,1622516244,0x2ee6e161e91aa4d21ffabb6dd1cf40fafceca984566bc28e02fc373b667cd7c0,608,0x02497431534f3acab5a90117af2fe3af027eb004c7651665382ce66086de76a5,0xc6136d5d747350f0a9d46730c12bb6c5a14adcce,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,29578204512451145231919,SushiToken,SUSHI,18,54,102335,31000000000,79866,2517452,deprecated,42282
12546052,1622516258,0x279089365ee1f105bd6cef59249745ee7ba9ac742212e2dc0423a67ba55cf817,0,0x439fc7a0e76ec98985aa4303276255e2a16ccdc975aab582f09c4d8cd58343fc,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x2dc1f0eee755d7be6ea34987d85a7454bcac4500,200000000,USD Coin,USDC,6,437,465434,25000000000,439879,12561125,deprecated,42281
12546053,1622516271,0x49758c7dff382d59e6beb5b12ca0403ca85a8c569849d648a6743d319b786520,3,0x3308ecb7546f6a5af6b7df7469364155d725cfd1c27f2643aafc3a2101b66bac,0x641bbca516000b9afa583ac6b82b5ec99345e905,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,200616224831998328832,Dai Stablecoin,DAI,18,85,97225,19607805000,74756,9491290,deprecated,42280
12546053,1622516271,0x2f4b1a22e7dfd2940c96e62337946fdf2a57effbcc8c675b392062ef834733e0,1,0x3308ecb7546f6a5af6b7df7469364155d725cfd1c27f2643aafc3a2101b66bac,0x5763948c64ea3f85b2fa3029322e42eb9bc2b326,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,80000000,USD Coin,USDC,6,102,114663,19607805000,92194,11007590,deprecated,42280
12546058,1622516348,0xc580910485af7f2b509453ebedcbd8cc36fb59fa3880c86333e129a7e0876fa7,59,0x0b1394593ec2172293d178012a099eb4f4b558eca093c55f0764f11fff71b24e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0xb4b0014c6d27930cedd9eabed23bc7c0fe9b3ad4,24978301743,Tether USD,USDT,6,89,289876,19000000000,273669,10116982,deprecated,42275
12546060,1622516358,0x00af647cc4a365eaffde9bab864f8e7d0e391804d2f1bb448fff98fb74b4e075,905,0x1d7463b597531caaad79f44f7b101495e5d1f67c3850b1edc5bd50a1fb74290f,0x030d9f55c7f7589034b829a87bf3bd84d6682a18,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,453888412147718382431,Aave Token,AAVE,18,66,251915,25000000000,229446,4541367,deprecated,42273
12546062,1622516403,0xc6bce7fc978ea536cefcf742d4fae024768162b8fe9e68a3ef4fae0f0eeeb831,450,0x244ace5b02973f5f97203d7834ce897f09aede4b7826d6ec22821481619ffc06,0x11c44309298e6e88b25f2c27bab5ad8d05c39142,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,7500000000,Tether USD,USDT,6,154,108181,20000000000,100712,14964812,deprecated,42271
12546064,1622516414,0xfdec6669e3011d8107c0d7e2ca870f411b1b92575ca8212c1960d413fe14b6fb,3,0x2a93bbbfffe3470034457dd1e9c4fbe450cffb5959c3d2bcff266507b7b0ac21,0xbd7489064f3d46bbeb32546da10ec7c4da57a85e,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,43482589324655070249465,Dai Stablecoin,DAI,18,24,97273,18900000000,74804,14940804,deprecated,42269
12546065,1622516417,0x29cb55023fed28073458b3be6f401c15e3ddc98964d8812cb6db119bf73f2508,193,0xbd5bd1b8735edb50eaec8063458d75d293fbcda7391b7934ec775cde57fd92e7,0xecae266b38fa64ddb443ab1db44602ff61ff2f3b,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,250000,Wrapped BTC,WBTC,8,93,103141,18900000000,95672,8060751,deprecated,42268
12546065,1622516417,0xdc29dda44cd28a7e764c0e7819172803c00d1217afe5f713f59de5212f6f4e53,69,0xbd5bd1b8735edb50eaec8063458d75d293fbcda7391b7934ec775cde57fd92e7,0xbe31d264ac769679d188cf02035fa0c116c3756b,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1040910789537269022720,SushiToken,SUSHI,18,105,102287,18900000000,79818,9393253,deprecated,42268
12546071,1622516543,0xa10545bb20592ae64d0bb88d60c17aadf8a95a01430e0b886f6c6cca865621bd,19,0xc1f76dce28b7f95ec169bbad913eb2cd9835ea958450cec3605f9a9847536571,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0e692adbde792b5d1b0a79912cbe9c394cb5aee1,2322202503,USD Coin,USDC,6,35,330757,25000000000,314050,3164103,deprecated,42262
12546071,1622516543,0xb51be394f511da7113bce4d17506efc4488036c05e39bc2bb711c42d31473e3f,16,0xc1f76dce28b7f95ec169bbad913eb2cd9835ea958450cec3605f9a9847536571,0x3194770e03ec3b0ebeaa7eb93b01290a85acc905,0x514910771af9ca656af840dff83e8264ecf986ca,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,32365058010000000000,ChainLink Token,LINK,18,83,100531,22000000000,78062,9105129,deprecated,42262
12546071,1622516543,0x16428fa5563150aaba1dad77afd8c923520cf9b50eebb7475494efb2cf399c56,429,0xc1f76dce28b7f95ec169bbad913eb2cd9835ea958450cec3605f9a9847536571,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xbec27f85c675fcbe40747ef92abefdfa9d4523eb,50000000000,USD Coin,USDC,6,125,290971,21000000000,274264,12410546,deprecated,42262
12546071,1622516543,0xefa51019015e0eebc92ca9906a540099caccf41b015f4cb23cf160c32aeaddd2,3790,0xc1f76dce28b7f95ec169bbad913eb2cd9835ea958450cec3605f9a9847536571,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x444cdc3618d494167f9785929e793cf1a56b52c7,510704573187,USD Coin,USDC,6,154,290937,21000000000,274230,14542288,deprecated,42262
12546072,1622516550,0x3a703e28c2471ace2a29e90c427f4992533845beb147cdd56209f78692abf2d3,43,0x38a7763460f283245234eac3efc5622e0fa495a5071bca9baf357fa0d50a130d,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x945b79fa31c424517494525474dc0fc31f06243e,10800000000,USD Coin,USDC,6,80,281963,22000000000,265256,7627224,deprecated,42261
12546075,1622516613,0x2659bee6f53bf414d9421bc5420036a811e5df5906ae57526550dda795c29f97,69,0xdf78f5d17b3fd1e0a189e8c55d23b03865b0266c13f87a2fa858a832b93caa03,0x0856dda58ae9ec077b2ea050a3995aec232da684,0x514910771af9ca656af840dff83e8264ecf986ca,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,79949465230000000000,ChainLink Token,LINK,18,99,100531,21000000000,78062,8981735,deprecated,42258
12546078,1622516654,0x0d2dd3119d39db3d0a4a50a07e80831bfa34bb09684173c6a879a640e80e6ef4,622,0x5fbfed780f66315e4682c2967ead56c831a501a4a18042c17413830a10f88cbf,0x625b237bab99ba69bcbd998566269447fd1c1993,0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,600127958342825674912,Route,ROUTE,18,93,102869,21100000000,80400,7681358,deprecated,42255
12546080,1622516684,0x742789c72acd9c20439d162452870b29657250ef0ede20cc1ef4461d379ad725,435,0x2852113cf4443f82b7299861b15554eede06b75da56d83c670847ae6073157d7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xd533a949740bb3306d119cc777fa900ba034cd52,0x9824697f7c12cabada9b57842060931c48dea969,1384466866451893123044,Curve DAO Token,CRV,18,105,276330,22000000000,261020,11253525,deprecated,42253
12546082,1622516704,0x3bf895e4e3ac08391147fbe1cc1bde92efa37da83de1d422f0d41e6d5bcbdfbd,36,0x02ff6687dee6737fa35332628e81148fc4fe6bddcc0ecdc19a8228088032969d,0x9d7eda3c99cd7ac29aebff7fc04d6f00ee67cac8,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,13057595958,Tether USD,USDT,6,125,108181,19000000000,85712,13024444,deprecated,42251
12546083,1622516711,0x491c7841d4d03a5dbc5890df4b527e13579313ee4ce22fca0d8078bdfbe6538b,197,0x8cc2b3fbdfce0b5ef971e45c12c302a4549462fe3f16ddc5609f888c04ae0ebc,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x410a81d6bdc93393c9c535b3f366f361845830c8,1641201124,Tether USD,USDT,6,130,326248,18900000000,310041,11063049,deprecated,42250
12546085,1622516716,0x738d211400e2a6b388d0d8f138d8bad967cfb050c3fd6a3dbe3edcf81ceb5e71,1631,0x7796b9433c20fd54eb69a258e5e80d7a64f884cb36894011dc6c4b8f83a7f42c,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x0ec9f76202a7061eb9b3a7d6b59d36215a7e37da,0x504c05f52ac45ad287eb3772c098a6dfe28b70d2,23938569158917586944,BlackPool Token,BPT,18,289,297328,19487171000,282008,11522003,deprecated,42248
12546086,1622516730,0x8e96350f26cb76cc8ca762c60b9760548489d5a698e2aaf25351fed922584940,8550,0x3db75fa73fcc9d43ff480d29daf2ec43c34406959d46b1b9af08545dc7d20b4a,0x3ee505ba316879d246a8fd2b3d7ee63b51b44fab,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1201837993991,USD Coin,USDC,6,37,114699,29800000000,92230,2164791,deprecated,42247
12546087,1622516738,0xec4c86d805da701fba2541d95953738a5daf83fc96072459cf35588c028bbcc0,2239,0x968e1e810c6fc51cc8f08712114e52a2c19a0fccf4c1b5bbd474e2911ba3a433,0xe82f35ffa47704d47681a21d47db24d7b3436789,0x467bccd9d29f223bce8043b84e8c8b282827790f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,100000000,Telcoin,TEL,2,15,100628,33000000000,78159,871490,deprecated,42246
12546088,1622516749,0x6d20fb414618b92a3db992a2e8db4261732fb63900f98a9eeb01d40b1350bf78,1,0x8d48ec818b9c020a08f13ddee55264bd92d33a8e807d2d55b340c1d226cd753f,0xe8aea9b97c7a950f3327faa7c2142fc745fb1df9,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,24528868980000000000,Aave Token,AAVE,18,25,251903,19000000000,229434,2112483,deprecated,42245
12546088,1622516749,0xaaab5882ae6871b2159530e6c6bd9041784c4c2d710e452f78fb9fe99f860b73,75,0x8d48ec818b9c020a08f13ddee55264bd92d33a8e807d2d55b340c1d226cd753f,0x4c03eefc9284a94d17ec347d8fc703a90cc2df87,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,10000000000,Tether USD,USDT,6,54,108181,18000000000,100712,12277894,deprecated,42245
12546092,1622516850,0x931ed0a2aa14b1c0573186ea39be7a209126aaaadeba13876505e8fee4e3fe17,502,0x3a53faa2f5e3f31e159b67eee7ac7a1fc576a293b602e1127e706d4fbc24ea72,0x6c0cf880cb20eefabfb09341fba9e2bd29ad3dfa,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,500286370168897118712,Aave Token,AAVE,18,420,251915,27000000000,229446,14245433,deprecated,42241
12546092,1622516850,0x4ba7880141e210f64552378485267ac45255526cf327ecbe18ca2f4bcd946684,18,0x3a53faa2f5e3f31e159b67eee7ac7a1fc576a293b602e1127e706d4fbc24ea72,0x4693c4fc40c93193b4d9bae0a9d0b66356e71066,0x0202be363b8a4820f3f4de7faf5224ff05943ab1,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,5229626860000000000000,UniLend Finance Token,UFT,18,428,102554,27000000000,80085,14943085,deprecated,42241
12546093,1622516857,0x2c38a58e62eb4eb0ffe350212b245856eaf774d1ce79257f38fbde1f94075768,79,0x935e9580ddef49bbc61daf6035aa26eac5875c2ff70b27e86bdd54b7839321d4,0xb53cddfbb0574abc98966ea8a8bed73aba7a89be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,100097821801,USD Coin,USDC,6,60,114687,26000000000,92218,4159894,deprecated,42240
12546093,1622516857,0x38c0833658aa16a9209b26f17f8eedf53ea67c4a154f1d4c2789e23d896bc703,598,0x935e9580ddef49bbc61daf6035aa26eac5875c2ff70b27e86bdd54b7839321d4,0x47ed57f375d3dddae2ded7a6de522c35bc9419af,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,293313930938033880077494,Dai Stablecoin,DAI,18,175,97273,24000000000,74804,12375720,deprecated,42240
12546100,1622516938,0xceeaa7a20d50abad06b3803e244061ca7f46dad6db7d13e9e6f81dc6f5262147,299,0x65b2b20c6ad3a383c1ac9abd8006ac6bce6b8cfe731ccacaf623c34ea43853d2,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x99fe3b1391503a1bc1788051347a1324bff41452,0xd7755f93fb694ac5c6beafdce530d03a3659930d,10145626448779345125828,SportX,SX,18,133,302408,24000000000,286700,8830211,deprecated,42233
12546108,1622517098,0x266336380031c50d9e1fcdacb3ff3b4486d56a9d62d8d193c26fdd82f24e0267,1237,0xe3b4d09f01240883b4c9dbfeab9021fa05029df066f9052650f3e8d343a823a9,0x26c1e466ce41070585d6876dc17b7bd9295c41d5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,2777000000,USD Coin,USDC,6,79,114675,28000000000,92206,5505963,deprecated,42225
12546111,1622517128,0x4f8aa1c8a9bcf52ad07da0c78b8113e67b0bb496d73c39cde2d74c25786886a7,37,0xff2b88b9a844300a51b9b5e38f760fb9c19b31653460ac9285c612a15c6873c5,0x7488d2ce5deb26db021285b50b661d655eb3d3d9,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,22000000000,USD Coin,USDC,6,76,114675,27000000000,107206,5471440,deprecated,42222
12546112,1622517147,0x314a9f0949e8b8681ab118471d5fea9462872f47181dab78190726d71263d35a,1407,0x07fb829422246de4f24ed8bef81c797dcc8c8aa011dc602a359541987db252b1,0x85591bfabb18be044fa98d72f7093469c588483c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1300000000000,USD Coin,USDC,6,8,114687,42000000000,107218,1296641,deprecated,42221
12546112,1622517147,0xa65947d1b069dce61eec9460e840491a8a19b1d18771970abf3d005bb8e37544,507,0x07fb829422246de4f24ed8bef81c797dcc8c8aa011dc602a359541987db252b1,0x913d74033d61de00c388e4d30ba5ac016b104f56,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,32324862,Wrapped BTC,WBTC,8,112,103141,21100000000,80672,9828357,deprecated,42221
12546113,1622517158,0x252e41264de6c333eb7a9c1f84a1e7262ad478c4a9562d136f35913f4ef5e73b,65,0xe2a4c624c7a899707d0125b5747fa5e150f8d2101ad43ee31c6c5a0fe96ee3b7,0x3135586342dee8c620031ba3947a6e99d68631b8,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,234035630,Wrapped BTC,WBTC,8,147,103153,20000000000,80684,10110539,deprecated,42220
12546113,1622517158,0x8ee4150d7cfd8ad07205d47bd05f848dfa5e935f3ade81ff33f4fae58ada242d,192,0xe2a4c624c7a899707d0125b5747fa5e150f8d2101ad43ee31c6c5a0fe96ee3b7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x66364bef617514b745339d67f981b0f3de0463f2,300000000000,USD Coin,USDC,6,223,273032,20000000000,257152,14143090,deprecated,42220
12546116,1622517205,0xc08654b9a9bb4842814cbe1714533b739c2bbdaf7b8628ebbb9e71073ffd63b0,239,0xf4658b1c5cc5eee3805d6c02b488e2a88e8e9e0b21a7db1721c260ace6ff94f9,0xa2d76c09b86cf904f75672df51f859a876a88429,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,10000000000,USD Coin,USDC,6,116,114675,22000000000,107206,8347372,deprecated,42217
12546118,1622517229,0xd2e08da3d3fb743720b465abfe8d1e4d7afa6f57bc091c44669aa640da940e53,18,0xe86cec5984749523f8c2774f1545be4a8cc029b58fd0f516bfb09f05f7e78d4a,0x3b431da172a4400a44dd62a7a054b0915603bd06,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,2490040000,USD Coin,USDC,6,48,114675,21000000000,92206,5329665,deprecated,42215
12546118,1622517229,0xa06c9174264c0cec8835151235e96923201ac73a3a434ed8ae8305ce71fbf836,31,0xe86cec5984749523f8c2774f1545be4a8cc029b58fd0f516bfb09f05f7e78d4a,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xd3c83c4be03595055ca706c3d89d96f88b8e5504,3744948745,USD Coin,USDC,6,63,274759,20500000000,258879,6537785,deprecated,42215
12546119,1622517231,0x93b43161eae45480b6965a39c7a494be46c665bbf7bc54f0fd2b2a199a1d18e3,33,0x25d83c64b1023fdebcbb32c6af17d006c510e305c3cf797faac439019ac066a5,0x3ac0f136d8ea83a4a2ec1fc9973e7c4fdcb2cddb,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,6057988964,Tether USD,USDT,6,155,108193,20000000000,85724,12469846,deprecated,42214
12546119,1622517231,0x6b4b35753272a297d648848e2677ef81fd1c3fda34eaff3820d767fa2827aba2,4,0x25d83c64b1023fdebcbb32c6af17d006c510e305c3cf797faac439019ac066a5,0xbd7489064f3d46bbeb32546da10ec7c4da57a85e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,13505329716,USD Coin,USDC,6,193,114687,20000000000,92218,14216866,deprecated,42214
12546125,1622517334,0xf8775950f9387562546f01c504e1b8d26ae0f1f6e32e48a2c95eb6d26cd32f9e,624,0x6c83243c54abe390e87b6289cffcd71e9a09e8d852e0e17ed901a86c046159bf,0x625b237bab99ba69bcbd998566269447fd1c1993,0x9534ad65fb398e27ac8f4251dae1780b989d136e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1547701036527574978601,PYR Token,PYR,18,71,102492,23100000000,80023,4746405,deprecated,42208
12546128,1622517378,0x816130c8310cbd580e8b58130c0149d1bd95bdcbbdbf9ea9eb422f137fea5557,508,0xcd7fe978ad18936342c46a51eaa7790de025875d5aeaee26a717a82b8d0ae040,0x913d74033d61de00c388e4d30ba5ac016b104f56,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,12000005944,USD Coin,USDC,6,187,114675,21010000000,92206,14639844,deprecated,42205
12546131,1622517419,0x947cf145111a0a754f1a00e32634e919103476e70e8af862fea8f93e9177ce6d,50,0x774f267a12265f9ab2019f8367be38ee0e57b78a7a36988004748a4019320ad6,0xd8c9bdfbb887a44bf45692f6d4d0576412f8b577,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1305950000,USD Coin,USDC,6,160,114675,20000000000,92206,12955645,deprecated,42202
12546132,1622517420,0xfdbc89cb535f9e84b0c7040aa2aac066de148e9a3b29d230cff544cde3d78bb2,27,0x3498ea330b0e3beb5550be29b457e6433f45b51ebb72b308164384d9a23ff7d4,0x93957295f172e157872f4d36b4e12a1118abebd9,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,4267333940262215182794,Wise Token,WISE,18,39,102139,20000000000,79670,3280820,deprecated,42201
12546133,1622517422,0xd892aaf29f8e2bd171b5beea3d9df168430e98655d6f5402768ad9c32e79a964,47,0xfe2e3443c2e728ca184d09b8effe7029024e9d8b83ae0175c3e9614df23f418c,0xd9d29e01d031680db1fd372dd6714e9c5e6c0ef2,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,2784494555577155600,Aave Token,AAVE,18,183,251903,20000000000,229434,7163237,deprecated,42200
12546133,1622517422,0x210372d8189d729f3594c755e8c8993d64b7ce4c0bca6e7c0efe06a990783a40,33,0xfe2e3443c2e728ca184d09b8effe7029024e9d8b83ae0175c3e9614df23f418c,0x8afd2b982ac4c75f39b25821006f19505bf34f80,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,99999000000,USD Coin,USDC,6,255,114675,20000000000,92206,9219903,deprecated,42200
12546134,1622517429,0xed44f1d553920ba941356e2ea5bec716561d2b72e0f0f98f59441d20907a7591,2063,0xfdf4b2fd7ad737f3812bd018675df1f289fe18cb417ddbb497027850b30c863c,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5583bbda575f142993c10a335daf29dc7510e8f2,500000000,USD Coin,USDC,6,23,272350,28000000000,256470,1411942,deprecated,42199
12546135,1622517435,0x394ccda1c0abd5f4189bd3b9bbe3a1a44fb5fcdcd14d61f0e87fd7650ec45dcd,1,0x5af8a8fc80b3afc9a934acdafbcdf5cefb1d00bceb7e4c535592a23bf7e532e5,0x34400b1418bde0a4f80d7905d14ed39af8d76e79,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,721782445,Tether USD,USDT,6,74,108181,19715610000,85712,6408537,deprecated,42198
12546135,1622517435,0xa190bf069d850a88a2336d25eabe5532096e408faddb6ad44de47fa9a6c62828,435,0x5af8a8fc80b3afc9a934acdafbcdf5cefb1d00bceb7e4c535592a23bf7e532e5,0xddbbf84382db98573bcc656fa7c6ac8b52466c8b,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,130456595493153042680,SushiToken,SUSHI,18,112,102323,19000000000,79854,9656025,deprecated,42198
12546135,1622517435,0x273b4f81dc161bcfd3c0332d35bf3e340146c81d724c91f5515b4ebba09ea117,5,0x5af8a8fc80b3afc9a934acdafbcdf5cefb1d00bceb7e4c535592a23bf7e532e5,0xe60d8c59b0ac3deb73efa0e84747c48038885898,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1024556988,Tether USD,USDT,6,131,108181,19000000000,85712,12364809,deprecated,42198
12546145,1622517568,0xa270ff5e0d43a20e567973fb6fd28d6294f25d16406f2f99a3bec4d379d7b00b,504,0x8d1f9ec7383c53c0a073607f5f1e0cfc6f3d9244c45c61dbaf929f7247778b16,0x1b200c7163826a363b5531016a4f0bc8b0277453,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,289669400000,USD Coin,USDC,6,122,114687,23500000000,107218,8693140,deprecated,42188
12546149,1622517652,0xc565fd1a9d5fe0404ec6761d287ad7577d689994ee0a075bbb50f2212c62816c,52,0x3311f2b4ddd16204d40121800c2d399f61feb4306805fcf011bafabc23cd1c8e,0x08c3dafc613bede6bec889d2f579b4c7be10270e,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,94000000000000000000,Dai Stablecoin,DAI,18,76,97237,22000000000,89768,5923317,deprecated,42184
12546155,1622517746,0xdd544c28f9fd4623be5c2475eb5a3c6a77ead3517fff16963be474590100af4a,5287,0x6c2f0b09254e4a8dd785227e805dd0d1bd7d59ed851648e2c23698cbf870ff8f,0x16710ce8c36756e59c38f76d3096bc666366d3ab,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,859488784921671868188,DFYN Token,DFYN,18,254,102147,33000000000,79678,6604293,deprecated,42178
12546155,1622517746,0xcb1057c85fd0be27e638e2374d08e5e63c7466504141419349ddd0c2ef928b0b,505,0x6c2f0b09254e4a8dd785227e805dd0d1bd7d59ed851648e2c23698cbf870ff8f,0x1b200c7163826a363b5531016a4f0bc8b0277453,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,264958287453626160000,Aave Token,AAVE,18,273,251915,26500000000,244446,8409651,deprecated,42178
12546157,1622517757,0x25a349bb70d81bc87477ab06364af958b832bcc97a8344a4fabfdbd1dd078bff,56,0x0f0567393f93c3735bdafba0f27119311f3ae3c26ecf14df3a28ba8c10c9a1c0,0xbb2c7036f4965702f314cbaae60f586e14ebb519,0x85993be4ef5bec00b62ba7e46a8a70f353182b3e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,99888880000000000000000,YiYouBao,YYB,18,195,150349,23000000000,122980,13748531,deprecated,42176
12546158,1622517775,0x67a10345c4f5c82a3aea3c7939a0dac1400d539648d992637ffeb09956b2a8ad,14,0x488694cfd7a192574d61e6411a91e377b09d86b6396c0cb5a38c6c303591557e,0x95c2ec97903c993efbe4630f1535282a12fead98,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,19980000000,USD Coin,USDC,6,84,114675,27000000000,92206,5341911,deprecated,42175
