blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
12546473,1622521973,0x295f6ea45e3550ece90c22bfffbdd567a6e51c7cdd686d9bccdf2e2891d323f7,4,0x57d30b4b0a4218d2b6b8af22815b7a41f578ca425dcdcb131e8ca69199c15ae9,0xd128b604310a38713bc0f1de0803d1d809cf7e04,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,189950002,Tether USD,USDT,6,45,108181,16000000000,85712,11772898,deprecated,1798
12546475,1622521992,0xbe95d6d683660be7dec0ca4a272b465f5679dab8dbabaa1654817de3117dc199,32,0x69d682cd15c5fff35f3cc5672fa21f944a9f0ea125b3ece840dd353c8a0531bc,0x0400083c67fd63db5f1ae087efd9583430b663cf,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,2120316,Wrapped BTC,WBTC,8,104,103129,16000000000,80660,9891344,deprecated,1796
12546482,1622522140,0xb1feaf30ad576546afc6485863f4cab311489b9a81a2013dfe0585d66995fb79,3819,0x31bab9a7c90f9f3a940f9a397335b5906d2f45c86eec56307b3748ee4f6e4358,0x760497bffaed0850eb7db38b5a28abc3b1c656e7,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1797632077627493615504,DFYN Token,DFYN,18,20,102147,21000000000,79678,2735115,deprecated,1789
12546482,1622522140,0x45b71aaf37c965e07ad46121c742829f9857d7073489201ddccf20ef8321df8a,23,0x31bab9a7c90f9f3a940f9a397335b5906d2f45c86eec56307b3748ee4f6e4358,0x9c928ab3c3ebf003ef750c1dc79f6d4383a62f6e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1999144019,USD Coin,USDC,6,39,114675,21000000000,92206,5715908,deprecated,1789
12546483,1622522143,0xdd7f2de59b01e907ed871c64ffc51f25a8a4477080efa1d9ed0de71457bbbe50,3310,0xe30c442ef56ab3b80d11c804eb95cb65316d10b8498b0f7866c2694aa8139303,0x82bb6b5e92e1143fc03ee468a7ba9df8e955f7c2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,8849317041,USD Coin,USDC,6,76,114687,22000000000,107218,4088735,deprecated,1788
12546489,1622522289,0x69ec72265e73fa4d03cf07fbfeb95f63241ac6afa70a0f7aa2b1f13f481ff6a0,46,0x4298c2b9552868aa674045cca26d6ecf2365f9e50ba5a36e6ca43790899db9f5,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1bb3e2ebc87daad4c2b4495451557f0a3d3aa36c,560130406,USD Coin,USDC,6,228,290133,18000000000,273426,14372248,deprecated,1782
12546495,1622522365,0xd1f276e4358e3c099f90423445e8dc8bf20277affc2cb8110969aa87b6a8b11b,67,0x27265829c52060294669fbff812923ea9fb1e35a8da79a23235859a4a87b611a,0x368530abbace84d375e0d64b25eba6892b436763,0x226f7b842e0f0120b7e194d05432b3fd14773a9d,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,11015099468028888708562,UNION Protocol Governance Token,UNN,18,69,125772,18000000000,103303,6960060,deprecated,1776
12546497,1622522370,0x4b2fdc33622a7cad61d1f1d9b9c2c52386fbbef527228e7ba6dd5f714b98364e,529,0xb258278b5c4fc43a3e965bb28512ea2ae252bccd437226a6aae72f39ec275881,0xada3227eac864faa6c1f2e148b36467b740b936b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,5000000000,USD Coin,USDC,6,79,114675,21000000000,107206,5935524,deprecated,1774
12546506,1622522464,0x70e948f3f082714d73802c330c97812cc6996c2b35623a2d16d7239a7cc27b82,55,0x6913e958a05fb0b31d0a457456d09a29009a3e29a934c3805653f25541d54e70,0xc2a832d2941fd5feb38fcc12b7b0478c5f5237ce,0x8c8687fc965593dfb2f0b4eaefd55e9d8df348df,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,10000000000000000000,PAID Network,PAID,18,70,114356,16000000000,106887,10665051,deprecated,1765
12546507,1622522467,0x73aa59e2ac72aeab24eee490c3a0eb13150a74efb2949cddd0433ff07300b842,113,0x6dc9e4e177782a3ece3bd8580ef13df0e2fc56e02a17bf041ba1eefb6a130e63,0xd700b70b5e3ab0a78f7c164e3e10bd0e1ea8e3e2,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,7769000000,Tether USD,USDT,6,82,108181,21000000000,100712,5878528,deprecated,1764
12546507,1622522467,0xe66f30631a43620f1fd00248cd3d2e536e14ca1f0ff076463f14c541dfb59ed2,3821,0x6dc9e4e177782a3ece3bd8580ef13df0e2fc56e02a17bf041ba1eefb6a130e63,0x760497bffaed0850eb7db38b5a28abc3b1c656e7,0xd6a5ab46ead26f49b03bbb1f9eb1ad5c1767974a,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,23644727036636844669177,EthermonToken,EMON,18,105,118466,20000000000,95997,7326017,deprecated,1764
12546507,1622522467,0x725d4a31ceb1c49747f16819d7c14e1c7a828a1257037ff7f09f246406d06f2c,23,0x6dc9e4e177782a3ece3bd8580ef13df0e2fc56e02a17bf041ba1eefb6a130e63,0xe30572313ae722e2277450a2e10501dd8078dc3e,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,20000000,Wrapped BTC,WBTC,8,214,103141,17000000000,80672,13750388,deprecated,1764
12546508,1622522486,0xd6abc1e75d640bb8f72400fb725dee4b1391cb6f860a4af767e97a166508c837,20,0x3fedc9ca338dcc628dc7230b527ae904f3f97dd6fa49caef3c0f77f779a8a98f,0xff7ff38b18751919c61d222b07786c2b2a7fc1ed,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,25000000,Tether USD,USDT,6,150,108181,16000000000,100712,12985218,deprecated,1763
12546509,1622522490,0xa494a8a7c12eb77f27c70e391f41f4a2197a2287703551030e408c21699a4980,10,0xaafdc7fe53318a1a5a70388590657039d7ca7ea8c6b22c154768f737d11b7ca9,0x51f25308e5c549f9f4e12f42cedc41b6ae3866ce,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1000000000,USD Coin,USDC,6,105,114663,16000000000,107194,10551747,deprecated,1762
12546511,1622522527,0x7b382a1f8e9d1e1d9ff05bcb7cd821e02992eb42fc8950f3525b689766e420ca,12,0x80eaadbc8b6385d57755c4707604137a4b6cec69eb27eafe67743af519ee18ea,0x611a6266c2ba404ca3e324d973e2786314da2c8f,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,198558361,Tether USD,USDT,6,103,108181,20000000000,85712,5974064,deprecated,1760
12546515,1622522579,0x593c52c2675f61023e383ac19c008c831fc50d9b99eed410294b226c76218c5d,358,0x963f900091bb9e9f0207438af669d244f5703b7c1b5de291bd5f21fc0a61c7bd,0xe7ed69b5b87088e5c6400d652d1b08180113d0fc,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,200438930944485839960546,Dai Stablecoin,DAI,18,38,97273,18000000000,74804,2084707,deprecated,1756
12546516,1622522580,0x16caf0f8ddbf06f6aa2227c77dcb59a4b925c2c998db115dfdd74de831f2f39c,1391,0x96eb6e9948b98fab04486dd56e3cedf8c4b8d35fc5db94d9743addbcfc50e847,0x4f862899c42645bec4b73ab20e4d06688f592f6f,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,40063000000,Tether USD,USDT,6,62,108193,16000000000,100724,14961555,deprecated,1755
12546521,1622522659,0xf4d2ddc12a420bd471675433172a98df5832fd0970d0375535955afa516139d3,862,0x41c5a14db9cbe3c43a7826fdeb00a276154130fd9969d78a4a21b5e14b3b66a7,0x09a028d3ba10b335308578efb6260e04c3012c05,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,20014226039091438235682,SushiToken,SUSHI,18,40,102335,35000000000,79866,2804301,deprecated,1750
12546521,1622522659,0x846e027d84d94b2895ebb26cdca5037680577442ffb8006de8163203511fe525,2263,0x41c5a14db9cbe3c43a7826fdeb00a276154130fd9969d78a4a21b5e14b3b66a7,0x63bb46461696416fac820bf871375274d97b128e,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,29378872193264028684,Aave Token,AAVE,18,121,277107,21000000000,229446,7552675,deprecated,1750
12546522,1622522685,0x4b8980f070bd664400044395fa0b369b5de80448b20b63f61b96dcc6304f28c5,253,0xcd77cc5c6780c7196474283cbe7d8a59ebae09affb2c164e29b91c31c7b362ae,0x44bcd89d8534970351969cabdb82d9cdae07f9c0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,21274984395,USD Coin,USDC,6,64,126156,25000000000,92218,3778149,deprecated,1749
12546522,1622522685,0x3c11e80aed883a1ce8f33c9b324670b90a579f843cd49eabb70d20445fd22825,2177,0xcd77cc5c6780c7196474283cbe7d8a59ebae09affb2c164e29b91c31c7b362ae,0x31a6d0ea27db941257024189a3718472d40ef663,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1906611460,USD Coin,USDC,6,226,200000,20000000000,129002,13808432,deprecated,1749
12546524,1622522730,0xcdb18cce105a52eb691ed667274ab428c6ba0a2db76a123bd03e0ca89c5cd142,4869,0x80d8d5fab655fc92e5b963741d9ec3e0aef7751b6117cd4e48043abc0814b2fa,0xe90808db3e02589546984746c002c6b2c704bb44,0xf94b5c5651c888d928439ab6514b93944eee6f48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,4383302214157388480512,Yield,YLD,18,11,297666,21000000000,207395,958553,deprecated,1747
12546531,1622522831,0x303fa4977a505d244791c2db53a92a7df837006e3a534554369cdb8007f9c8c9,1340,0xa80a55b43e4d73c15e1c5e9360a47f8d807d482c59ac0d4a836492ab6cbb8dd6,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x6b175474e89094c44da98b954eedeac495271d0f,0xb2fbf923588764859c3a7ad2ddf90e4d24ed3005,26659962005428419548525,Dai Stablecoin,DAI,18,259,298423,17010000000,283105,13917610,deprecated,1740
12546531,1622522831,0xa2fe249a8401d9ff8ab46c8b8acb75c428b8bcfe1cd6a21d6ee375e4e98f3d86,1341,0xa80a55b43e4d73c15e1c5e9360a47f8d807d482c59ac0d4a836492ab6cbb8dd6,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x6b175474e89094c44da98b954eedeac495271d0f,0xb2fbf923588764859c3a7ad2ddf90e4d24ed3005,165866977329971835836,Dai Stablecoin,DAI,18,260,303647,17010000000,288329,14205939,deprecated,1740
12546534,1622522896,0xb55d590fa3eaed7dbd2710f796f49b88829a066fad13eb809f1969319ede1dc9,83,0x2ff0fb5e2eeb19d5cd1a1bda58882b28134870ad9d24f51e89ebf681917cb75c,0xaf2c2e36a19382a18fc6129ff8edfe3f7afd91a2,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1250902470212903179136,DFYN Token,DFYN,18,127,102147,21000000000,79678,6168716,deprecated,1737
12546538,1622522952,0x44acbbf55839681a4c8d3be68f4096385276fa8ead1a65150de3520026da90b6,1,0x964802d99260fe531e801243394e912c93c634065b7364f18703d704ea06a5e6,0xd0de6f6ac2bab63e9512032f78fd97ce836b923b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,3084237565,USD Coin,USDC,6,128,114675,16000000000,92206,13947700,deprecated,1733
12546539,1622522956,0x29f0a56f43b73a598f311e1f94cf4e433b8865dc8ded0128e426c5328cd6c187,10,0xbc79428d6d33ffd9fcbcc37777e5656be2620e3012fcf13ea62bece0168b9938,0x388135a47666dae1819e930916b855431ffadb14,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,998053967,Tether USD,USDT,6,122,108181,16000000000,85712,11188865,deprecated,1732
12546540,1622522959,0xb03a93e6a0ef906997f26494a7b5ba24d445ec9eaa3a9b6631bc1e8c0300fde9,11,0x3cd87e8deb8695ff73c380eff311f1b503e3dc3ac9a85c542fb5bad709ea0b24,0x79785426624d5cf1665f2db6eff374e59635c314,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,467079553,USD Coin,USDC,6,123,114675,16000000000,92206,11269654,deprecated,1731
12546543,1622523034,0x2ce090ed3bec75ffc0ba5463384c4329045c59bf642a135103ec744572c4f668,93,0x68aa8466f5d1d3654a04c6df66e6c4358c9a1a97465a75d1efa34d785a959641,0xa4ba110eadd0fca9a6cd36855c83369a9c9a4a97,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,5000000000,USD Coin,USDC,6,266,114675,18000000000,92206,14329743,deprecated,1728
12546544,1622523055,0xf8f817e04285558785fa28d92e86e8e0b250372904f3ed64ab5676a852725182,1139,0x0e778b68fb27055e0c3ee76a82c85c9cef53b4e61ee57fcfe2d975822940552f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x853d955acef822db058eb8505911ed77f175b99e,0x5a05bd61f009ae1cb2ee7a3376718923453abe3d,50000000000000000000000,Frax,FRAX,18,182,248880,18000000000,233170,13991918,deprecated,1727
12546545,1622523072,0x79fefae5e46a29f3c61404e6bb38f448de7c5e491996c299fc6dc5a0ce9ef492,834,0x6c27d3a4cadc3e7b00528e04a853211298bc59a53744005ab978012cd18d8ba5,0x47642ffce2c9e925f8bfc4db01bf339449cc017b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,10102261434,USD Coin,USDC,6,29,114687,28000000000,92218,1467074,deprecated,1726
12546545,1622523072,0xf2ae7e407b290e2f94b83e000fbc4507a5f393eb76f0e8dc880eb75d95e9e719,65,0x6c27d3a4cadc3e7b00528e04a853211298bc59a53744005ab978012cd18d8ba5,0x23e44614d00fa86b1642df1d1c1a624bf4743a23,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,631610748,USD Coin,USDC,6,132,114675,19000000000,92206,8250517,deprecated,1726
12546549,1622523116,0xc129eb30e9765f6d3e63f8625b95056c10de988e345389fef11bce344001b944,15,0x0525957d4ae38191b3a301cefe54dbb61f240e9289955348b644e7e9be23be92,0x96732e45457c78e34d02fcea65c99420dbc45219,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,500000000000000000,Aave Token,AAVE,18,65,251879,16000000000,244410,6855766,deprecated,1722
12546550,1622523120,0xfc0e48518529028bfabf27743be1001879113dba11e60c10b217063a86e01e4d,1,0x1565486e2bc00a164654a759561f4896e5e9b8793b6dd2fa5b25abe38e07225c,0xdb9d281c3d29baa9587f5dac99dd982156913913,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1943052089481,Tether USD,USDT,6,339,122539,20700000000,88930,9000069,deprecated,1721
12546553,1622523202,0x8fa0c28731fbdc26dd666018ab484d7f8b33e82f45c1deef16c8d8c03a3fd95a,84,0xe149265d307685fb2048cd3ef7bc093293b1b95cc309f2e9634ba6f1095899c7,0xb53cddfbb0574abc98966ea8a8bed73aba7a89be,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,49906391782273496022662,Dai Stablecoin,DAI,18,105,97273,20000000000,89804,6648629,deprecated,1718
12546555,1622523216,0x569cd0a075908f3c728d5bce3c9258fc0dbe4fec3945f55a9b958975a2bcbbca,1257,0x9978d01ff76952bfdd994ab8e500fedbf6a9b0ab6aed67596a0c3e046a82101a,0x71abba53768a3d8fab89ff22aba855d36aaf0147,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,5000000000000000000000,Dai Stablecoin,DAI,18,373,97249,20000000000,89780,13585963,deprecated,1716
12546558,1622523283,0x9a2cb8918935daee119e9498ef5f29db1568ef20e42987b0b61b6dd25d266e4d,11,0x293f32cfd8ea5742df9a9769a60f67c9dceef338061d89c77220ce0cc9c4104b,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x6b175474e89094c44da98b954eedeac495271d0f,0x3a3fd2ad9249bcf337c81eeeb6d950406ff8722c,69642337862026867940626,Dai Stablecoin,DAI,18,160,276323,22000000000,260615,8582116,deprecated,1713
12546561,1622523373,0x8eae55ffe6f64499ab1a19ffa393a3e08e7980c47ecc28fb6d0051d9a0be8ab3,329,0xc8c0f09798145a70da5fe7608ecf8b1e0a474a5c343507e8f04c6285f05ca840,0xd10b229659f8574c8fa0226671ca7e15ddf2a5be,0x4bb3205bf648b7f59ef90dee0f1b62f6116bc7ca,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1379813964815556383624,Beyond Finance,BYN,18,73,143567,24200000000,92385,4315695,deprecated,1710
12546562,1622523390,0x639680c0293e66877d7c9635e6f6ff454e271fc00df55c590ce90a59df9150e7,606,0xe539d55e297b19fdbec6691043f6a5ecaabaecc97f45a7accbfba41966c3c4d6,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x47ed57f375d3dddae2ded7a6de522c35bc9419af,294305282201,Tether USD,USDT,6,111,287971,19220000000,271764,7574743,deprecated,1709
12546569,1622523472,0x8a9474a8073608ef46de5c4331cc179094e798feeb8bad7c320129a54de04cea,1352,0x26d40b589861d0d2ae91c05c8614c119cc4f39aa271f2f310d9015d30d003485,0x27aae6ff5eef49c58f136f4898415b0c3554bf13,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,37027439615,USD Coin,USDC,6,154,114687,17600000000,92218,11087311,deprecated,1702
12546572,1622523499,0x3bbebd927147331ed00c8f798f0235a130fa74f77793c6fdcd79ec1027e2845a,3,0x3beee5562cd0045cf3360fe2b695cf07c69758d189108f6bbe4984a536eff371,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x310ddc109ee6fbbb9edf0abcb3aa7da0728a2a80,8381189263,USD Coin,USDC,6,295,290027,16500000673,273320,14964919,deprecated,1699
12546573,1622523502,0xdabc6b93a5f03d9357986afe8d0334a139d7ca276f2e1953f5a200aeb3e61c57,2007,0x15ee5a4b700455ace8b47432a6592687e0967732183bd605b081fafeb9987b9e,0x6d3f3d90284aef5d1567965b13aed30e73d8c63c,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,7314567891,Tether USD,USDT,6,29,108193,16500000673,85724,1695798,deprecated,1698
12546573,1622523502,0xe77f83b7386c463364722c14d5d7bbb2fa9115181ed478b4b3e2481b4a175a6c,1258,0x15ee5a4b700455ace8b47432a6592687e0967732183bd605b081fafeb9987b9e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x71abba53768a3d8fab89ff22aba855d36aaf0147,8000000,USD Coin,USDC,6,49,272938,16500000673,257058,6210910,deprecated,1698
12546574,1622523503,0xef2bd31ed1c682507f037fc1d2e80359fe4795cfb3f854e44877eef73409f7db,1477,0x1a8cb0c419d9f6febb4b45d173f702adb9b77c2e592bdcd6cc4fbd8bd34aece5,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdc95764e664aa9f3e090494989231bd2486f5de0,320562844043,USD Coin,USDC,6,40,274819,16000000000,258939,3383021,deprecated,1697
12546575,1622523505,0x309e90ecd75e9f31976f20027cb411a2bf013f1391c4f616e113f4bc945d3618,40,0x8fa5bc93a97ab8cc5cd64252e247fe751f1e0beedcd5525d9147f8350d3fccc7,0xe0b4bfaea4ce41d50449e7e3f8d3a53ffe8005c2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,11978396139,USD Coin,USDC,6,72,114687,20000000000,92218,3941739,deprecated,1696
12546578,1622523523,0x0665b7033bda8f6055dc00c48f5cd12b5a8817e9f2eb43a8a0f27b3bb58bcb4c,4,0xa8b3b8525f285ff75322319b54b7a68d08cd3cfd1ce30a685d0fd6f3106c79e6,0x05f590fb73b66c9a681101e8bbd868975fb2b3c5,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1000000000,Tether USD,USDT,6,106,108169,15390000000,100700,14082406,deprecated,1693
12546579,1622523524,0x379e8dacab4df16cf3ad390458c1c0a391e6fafc2b384fd05fd21aa81e0df0d8,28,0xa5a367ef441c2e0662e053acd21911aa53ffe838adf39deaa95df7c7045cb660,0x4d1a156acd6579830f27f7e8b7f4206d4d73698e,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,25000000000000000000,SushiToken,SUSHI,18,68,112529,15100000000,94830,12854063,deprecated,1692
12546581,1622523529,0x84d3789b19e78105f746953e2c2601c180376e16071041f06f8e037644b16cb8,98,0x7965e77452320883310d1ffa15a6bbe9e6b78af6eb1104aff111b229fbaa08a7,0x1963203759f5c5eb5c5c916b3509c9f26dd0381a,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1634545888,USD Coin,USDC,6,76,114675,16500000673,92206,5084644,deprecated,1690
12546581,1622523529,0x61becd30114cd3fddafa542fc674e00037da44584d9e639bd882d6e15c8feafa,35,0x7965e77452320883310d1ffa15a6bbe9e6b78af6eb1104aff111b229fbaa08a7,0xe8d656a792413cf80c3f6b3173da1ce010004ac3,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,49784345330000000000,Dai Stablecoin,DAI,18,79,97237,16500000673,74768,5581631,deprecated,1690
12546581,1622523529,0x60371234d7f9fb60895c443cd45d18fb20bb9ab1c086d3d97617d5b1e665c69e,177,0x7965e77452320883310d1ffa15a6bbe9e6b78af6eb1104aff111b229fbaa08a7,0x54f750c7b04efcc731f120fa8cd7c8d061b9bac1,0x0202be363b8a4820f3f4de7faf5224ff05943ab1,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,296683998118572437306,UniLend Finance Token,UFT,18,81,102554,16000000000,80085,5773160,deprecated,1690
12546583,1622523536,0xde7971254ec73b698532858235dcc2e1bb64fe557f4fb678671011241d117a27,3,0xcd93a1cde6580b691dd84f0a583eeab8d3def5af2f2ad06bbf6321355faa34f9,0xbd519e8de5ba2e5236339866504dfc92be77e233,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,3864998478,Tether USD,USDT,6,43,108181,18000000000,85712,5577389,deprecated,1688
12546587,1622523592,0xec7f3a9adcb37df4d345f01ef6c7f5957544d1612fb645b342df50567c7c5741,8,0xb0583decd08cb0bdf29d30b0e9c04554c81d90d13aa3f970811749902929b089,0x2c76fb7a745c8c28d38142beaebd8b7e3e529f60,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,762062263,Tether USD,USDT,6,32,108181,16000000000,85712,2632403,deprecated,1684
12546587,1622523592,0x4cb8c0a8c49e6260288d3e773d2f8300a6e3e45c6d45d07b45058df12c0767d9,97,0xb0583decd08cb0bdf29d30b0e9c04554c81d90d13aa3f970811749902929b089,0x5b4272e9b5e167e9d23523addaef08e1981b8967,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,400067075160294392833244,Paint,PAINT,18,69,102132,15400000000,79663,6024188,deprecated,1684
12546588,1622523599,0x1eb7c6e6a0cc69a378b4ce619fc310d1c426e31d3746d1dde4920f33f696be2a,1107,0xc641408ff2ed1f5e86bd110f969f2c47260d6f9d166d2c778c3ec4c8429fc401,0xb0e0e1ed148ec99d6c46bb2d6df36d3dfda2a953,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,8000000000000000000000,DFYN Token,DFYN,18,51,102123,19000000000,94654,2312434,deprecated,1683
12546590,1622523617,0x67d3838504481d93c107461aab0da2a6c1f722194710b5dd5fd92c95052192ea,29,0x5383b5d023950401e53bf6a64715bd68f48400ad023d5aaee83d5ff024c47ec1,0xbf580777a9f0cf56bfa6ee0084687bf4cc24a4a8,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,499899632,Tether USD,USDT,6,95,108169,15400000000,85700,7057346,deprecated,1681
12546590,1622523617,0xd60e5a75f00768fb5dd709a90917f19de7603669e37d3f1bc92e249109758d18,40,0x5383b5d023950401e53bf6a64715bd68f48400ad023d5aaee83d5ff024c47ec1,0x2f8170482af9cf6a09819bcffffab43aa2b6a723,0x6c28aef8977c9b773996d0e8376d2ee379446f2f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,2000000000000000000,Quickswap,QUICK,18,101,98581,15360000000,91112,7650290,deprecated,1681
12546594,1622523662,0x917285da4989d5e6b5f94b8e8edd52cabe5866e94aee5836c240b4aa14b422c9,1250,0x61859b9ca68712b3d44b68cc2e0fefb172cb6f0d8acc6cc4481a769720ae879c,0x6b0dcbf21cef9f88fd1d2720571192ee18f0cfd4,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,80444000000000000000000,HoloToken,HOT,18,126,103081,15000001347,80612,12177416,deprecated,1677
12546594,1622523662,0xd671837326458dc3f0cd9ac9616eb79dce4e7212874e1fa4013755ae41ad18d3,1,0x61859b9ca68712b3d44b68cc2e0fefb172cb6f0d8acc6cc4481a769720ae879c,0xa9d12bdafe80c325190067c2fd198594cb61f00d,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,17131388400,Tether USD,USDT,6,128,108181,15000001347,85712,12284128,deprecated,1677
